session_id,user_id,temp1,temp2,bpm1,bpm2,spo2_1,spo2_2,mpu1_acc_x,mpu1_acc_y,mpu1_acc_z,mpu2_acc_x,mpu2_acc_y,mpu2_acc_z,mpu1_gyr_x,mpu1_gyr_y,mpu1_gyr_z,mpu2_gyr_x,mpu2_gyr_y,mpu2_gyr_z,fsr_1,fsr_2,fsr_3,fsr_4,fsr_5,fsr_6,fsr_7,fsr_8,fsr_9,fsr_10,fsr_11,fsr_12,stress_level,posture_level,timestamp
10705,714,36.73,36.64,79,72,96,98,0.29,1.177,1.503,0.724,1.983,-0.723,-168.405,-90.01,-246.943,65.7,-35.588,-55.61,82.27,45.43,56.97,58.94,21.41,31.94,88.12,46.12,54.18,15.16,26.98,38.43,2,2,2/3/2026 21:48
10706,714,36.85,35.84,96,94,96,98,-1.927,1.608,-1.373,-0.299,-0.545,-1.224,240.418,244.343,104.916,-19.433,220.516,-0.465,18.3,49.05,58.23,31.75,26.52,49.31,73.05,20.11,37.82,32.64,38.21,46.96,2,2,2/3/2026 21:49
10707,714,36.22,35.73,105,66,97,97,-1.083,-1.538,1.636,0.473,1.649,-0.15,-125.103,156.076,149.254,72.971,-121.26,-183.332,80.34,19.64,68.64,23.64,71.64,36.43,88.95,11.19,26.8,42.77,51.53,32.24,2,2,2/3/2026 21:50
10708,714,37.15,36.32,96,97,99,96,-1.238,1.492,0.001,0.013,1.841,1.648,-208.62,-147.732,-24.116,141.06,-43.92,114.312,63.89,37.68,47.77,78.19,17.68,76.47,84.22,17.82,40.49,32.49,77.07,49.32,2,2,2/3/2026 21:51
10709,714,36.83,35.59,105,80,99,100,1.072,-0.755,0.978,1.172,-1.459,1.7,106.782,125.369,-105.38,17.254,76.848,-11.706,77.53,52.11,38.03,79.49,65.65,44.28,80.14,82.94,79.09,58.16,76.56,64.6,2,3,2/3/2026 21:52
10710,714,36.03,35.67,74,65,95,96,-1.204,-0.23,0.465,-0.915,0.419,0.119,-9.462,-238.299,145.725,-151.029,-147.724,22.896,89.38,42.66,76.05,63.11,86.95,48.88,62.14,71.06,11.85,25.93,41.57,36.74,2,2,2/3/2026 21:53
10711,715,36.27,35.98,72,85,94,95,-1.065,1.697,1.427,0.769,0.498,-0.286,169.376,214.256,-4.202,-48.661,-186.216,-84.074,18.68,10.68,40.63,68.44,47.51,19.48,61.33,24.11,84.32,38.77,52.73,28.94,3,2,2/3/2026 21:54
10712,715,36.29,37.25,66,100,100,94,-0.176,0.613,1.322,0.17,1.456,0.284,-209.712,-44.064,-120.53,133.451,224.378,10.206,71.36,38.02,26.94,79.05,84.17,42.46,65.24,88.11,42.3,37.83,34.94,56.92,3,2,2/3/2026 21:55
10713,715,36.43,36.2,97,75,99,98,1.47,1.884,-1.315,1.779,-1.8,-0.588,-79.372,50.842,-81.028,-40.201,-50.484,-181.783,24.12,16.89,62.16,61.55,42.19,69.28,14.84,89.14,79.33,13.97,35.55,58.74,3,2,2/3/2026 21:56
10714,715,36.59,36.55,103,77,94,100,-1.798,-1.885,-1.099,-1.854,1.521,-1.797,88.549,152.268,-246.049,-208.374,223.389,146.617,65.27,73.2,57.75,20.42,39.08,15.56,10.61,24.73,23.51,53.43,10.54,43.41,3,2,2/3/2026 21:57
10715,715,35.94,37.46,73,100,95,98,-0.128,1.339,-0.582,1.493,0.153,-1.108,53.694,105.833,-110.955,212.087,166.051,-123.811,41.25,17.71,44.13,75.75,30.42,47.89,75.42,45.42,34.95,54.58,27.85,52.04,3,2,2/3/2026 21:58
10716,715,36.97,36.59,91,93,98,98,1.296,0.399,0.198,1.682,0.083,0.262,27.624,21.927,-233.113,-240.583,115.406,-165.281,57.93,47.96,87.67,17.3,50.82,76.51,89.74,28.42,37.84,81.34,87.39,86.77,3,3,2/3/2026 21:59
10717,715,36.06,37.25,62,73,94,97,1.521,-1.818,-0.86,-1.177,1.022,1.711,-154.336,134.01,70.078,-241.527,178.994,122.713,16.73,63.21,34.31,16.54,83.85,19.31,82.57,79.36,86.31,46.6,59.75,40.04,3,2,2/3/2026 22:00
10718,715,36.57,36.92,102,77,98,94,-1.574,-1.267,0.674,1.882,-0.803,-1.064,99.442,65.677,-63.748,-244.343,-222.081,164.579,35.97,38.45,86.63,86.77,12.72,74.55,74.3,25.5,57.95,54.25,54.21,52.13,3,2,2/3/2026 22:01
10719,715,37.03,36.58,100,78,94,98,0.27,-1.668,0.151,-1.233,0.722,1.747,185.852,-6.537,18.225,-103.159,139.558,107.046,87.45,83.68,88.55,52.18,10.61,89.46,68.96,58.48,59.7,84.44,61.52,52.54,3,3,2/3/2026 22:02
10720,715,36.03,37.18,64,75,98,96,1.882,-0.709,0.21,-1.725,1.459,-0.397,209.248,42.4,-187.198,8.375,-5.587,70.489,73.96,45.1,32.1,10.51,13.47,62.66,77.16,11.67,38.46,14.61,65.7,19.09,3,2,2/3/2026 22:03
10721,715,36.99,36.12,96,102,97,97,1.835,1.569,0.052,-1.94,1.902,-1.695,-101.765,-187.587,183.282,25.405,-40.188,115.718,28.23,12.23,21.15,59.09,73.05,49.83,30.92,87.16,29.36,57.85,26.51,74.07,3,2,2/3/2026 22:04
10722,715,37.48,36.57,96,110,100,94,1.531,-0.151,-1.038,-1.651,0.842,0.099,-46.611,-122.996,-46.39,-165.914,-239.438,-42.562,44.37,84.29,59.12,83.2,54.19,22.06,86.82,38.62,55.27,11.31,79.19,30.73,3,2,2/3/2026 22:05
10723,715,37.35,37.05,83,61,96,98,1.551,1.442,1.53,1.623,-0.793,0.507,109.545,20.52,213.72,-11.748,-161.619,-133.173,32.47,62.01,80.03,37.97,22.21,61.62,18.59,54.6,22.87,41.28,35.62,46.89,3,2,2/3/2026 22:06
10724,715,36.58,36.16,81,90,96,99,0.96,-0.722,1.722,-0.371,-0.875,1.097,-60.987,233.413,-163.312,-153.069,39.229,245.085,51.46,69.95,23.48,13.89,15.29,23.34,75.12,14.93,49.12,14.03,67.03,81.25,3,2,2/3/2026 22:07
10725,715,36.6,36.63,72,91,94,96,1.343,-0.129,-1.213,-0.763,1.295,-1.236,202.615,-169.413,160.065,-32.986,-137.999,21.494,65.22,59.07,51.92,88.92,42.13,74.83,65.62,57.88,86.71,17.51,53.57,72.04,3,3,2/3/2026 22:08
10726,716,36.5,35.95,99,96,97,94,-1.869,0.677,0.626,0.555,0.031,1.593,65.975,-153.967,143.238,-113.241,-73.507,87.774,47.49,57.14,72.93,38.04,55.11,64.15,10.48,86.34,48.91,66.3,68.9,14.89,2,2,2/3/2026 22:09
10727,716,36.66,36.49,73,77,96,96,-1.337,-0.187,-1.254,0.925,-1.853,-1.907,78.561,-119.742,-53.148,-214.47,-100.579,80.307,42.22,29.78,12.06,87.13,88.38,79.33,45.87,54.16,33.72,83.08,38.35,64.91,2,2,2/3/2026 22:10
10728,716,37.43,35.94,100,71,97,95,0.097,-0.463,0.021,0.712,-0.402,0.076,116.655,-15.473,-106.481,-167.072,-131.855,-24.01,30.08,81.27,70.4,82.11,41.12,16.09,74.88,33.08,47,58.17,49.07,84.33,2,2,2/3/2026 22:11
10729,716,36.9,37.13,96,64,100,97,-1.395,0.293,1.221,-1.764,1.197,1.652,-91.869,32.091,190.047,156.846,140.045,-127.431,87.58,42.43,81.87,19.42,73.85,40.82,22.64,20.66,53.89,27.64,39.38,61.15,2,2,2/3/2026 22:12
10730,716,35.62,36.37,94,68,96,100,-0.811,0.924,-1.319,-0.528,0.857,1.141,42.14,210.695,-226.421,86.912,-86.217,-185.836,89.05,55.6,88.11,39.37,19.33,39.57,72.29,22.43,17.17,64.89,70.85,64.6,2,2,2/3/2026 22:13
10731,716,35.6,36.34,102,80,99,100,-1.955,-1.512,-0.178,-1.682,-0.262,0.288,-59.01,-61.941,182.864,-42.304,104.794,-149.443,18.07,14.18,19.31,27.58,48.92,41.15,12.62,49.28,50.47,80.33,10.05,19.73,2,2,2/3/2026 22:14
10732,716,37.45,36.31,81,80,96,100,1.666,0.478,0.569,-1.901,0.868,-0.522,-24.5,-54.632,-249.719,156.854,89.243,211.682,34.01,72.4,57.73,52.95,30.57,14.17,23.42,29.62,35.52,31.86,82.22,53.57,2,2,2/3/2026 22:15
10733,716,36,36.67,69,96,96,95,-1.956,0.67,0.597,0.506,1.903,-0.843,-26.764,24.57,169.474,132.492,-127.191,-233.028,44.8,61.63,82.04,63.83,63.77,69.93,35.32,84.32,18.68,85.02,59.1,76.43,2,3,2/3/2026 22:16
10734,716,36.59,36.48,77,82,94,96,1.757,1.068,-1.645,0.549,1.785,-1.566,146.969,-167.734,-30.035,-126.365,188.166,164.063,36.77,12.57,54.01,53.58,83.72,89.63,66.71,78.07,54.99,13.44,77.8,18.09,2,2,2/3/2026 22:17
10735,716,36.97,36.83,95,108,94,99,-1.32,1.501,1.747,1.352,-1.109,-0.102,112.298,150.914,140.929,194.655,38.307,-165.933,66.14,83.21,14.13,37.18,11.45,44,80.29,72.93,80.67,15.94,62.26,15.56,2,2,2/3/2026 22:18
10736,716,36.12,36.49,89,95,94,99,-1.165,1.894,-1.72,-1.857,-0.879,0.087,-116.64,-182.633,175.552,57.716,-190.122,54.583,67.31,45.35,42.81,63.81,25.95,77.45,39.02,86.81,58.39,58.67,57.69,11.18,2,2,2/3/2026 22:19
10737,716,35.94,36.17,102,106,94,97,1.618,0.833,1.77,1.607,1.279,-1.746,-96.153,238.702,-140.636,-27.871,95.979,-13.58,80.7,19.63,43.32,36.13,83.9,84.97,76.75,30.31,18.08,71.15,82.76,50.15,2,2,2/3/2026 22:20
10738,716,36.12,36.68,97,79,98,94,0.199,-1.249,1.555,0.615,0.188,-1.28,-80.839,-150.097,-201.566,110.965,210.338,195.973,51.46,25.79,88.73,17.09,17.11,85.24,37.46,76.08,25.83,65.57,22.71,79.85,2,2,2/3/2026 22:21
10739,716,36.87,36.34,79,62,99,94,-0.831,0.803,-0.982,-0.012,-1.942,-1.868,17.119,-138.63,-106.924,106.48,73.678,-139.805,27.93,15.48,31.2,32.76,71.85,38.81,42.77,11.92,43.2,31.67,60.89,31.77,2,2,2/3/2026 22:22
10740,716,37.16,35.93,105,75,98,97,-1.856,1.901,-1.331,-1.772,-0.414,-0.825,-178.69,68.283,-197.936,136.075,-161.667,-65.673,22.15,41.04,53.37,47.17,83.59,23.32,71.05,31.54,36.23,87.88,26.77,55.82,2,2,2/3/2026 22:23
10741,717,37.47,37.24,107,98,99,100,-1.5,1.062,-0.935,1.233,1.33,1.554,137.425,-119.895,163.395,-73.263,-56.304,-44.524,74.37,38.4,18.61,85.83,67.21,48.14,20.34,41.89,80.47,50.42,13.45,78.81,2,2,2/3/2026 22:24
10742,717,36.07,36.32,105,106,100,95,-0.732,-1.567,1.707,-0.944,0.284,0.445,225.256,-5.622,-118.948,-137.504,-109.517,212.136,71.95,23.11,87,72.49,31.82,82.17,41.04,81.23,66.09,43.89,13.8,26.62,2,2,2/3/2026 22:25
10743,717,36.18,36.16,108,94,94,100,0.816,0.526,1.68,1.526,0.448,0.32,82.758,210.104,217.348,-190.494,-169.048,148.916,71.46,17.77,37.45,44.83,86.17,26.52,57.96,79.28,46.61,17.58,13.1,22.73,2,2,2/3/2026 22:26
10744,717,37.35,36.5,109,107,96,100,-0.107,-0.552,-1.674,0.932,-1.859,-0.37,151.697,148.126,-139.475,236.047,-23.05,-17.924,12.34,44.95,64.62,25.58,27.96,82.95,74.05,61.55,54.57,14.35,52.45,71.8,2,2,2/3/2026 22:27
10745,717,36.14,35.85,81,72,96,99,0.948,-1.457,-0.644,0.37,-0.846,1.727,-203.045,202.886,181.83,-107.83,22.764,-149.225,14.15,14.14,17.45,44.23,54.29,60.85,46.64,61.08,36.27,84.33,49.44,22.49,2,2,2/3/2026 22:28
10746,717,35.61,37.39,78,102,96,98,-1.616,1.793,1.311,1.588,-1.803,0.965,36.673,-60.327,105.086,-167.427,128.112,140.778,58.27,89.84,74.19,22.1,21.23,23.18,64.17,56.08,49.04,30.93,36.13,46.38,2,2,2/3/2026 22:29
10747,717,35.99,36.79,80,79,94,95,-1.579,0.099,-1.493,-0.714,0.005,1.639,9.225,199.524,95.247,211.764,-155.251,-124.184,76.54,32.41,20.15,16.67,67.9,59.58,38.96,77.84,60.74,54.07,89.82,68.73,2,2,2/3/2026 22:30
10748,717,37.09,35.96,102,73,95,96,0.387,-1.308,-0.432,-1.673,0.331,1.03,68.847,132.568,-65.97,93.967,124.915,49.556,39.89,11.93,76.28,86.93,81.66,35.64,20.65,40.3,62.44,30.8,53.09,52.81,2,2,2/3/2026 22:31
10749,717,36.48,37.45,85,99,100,96,-1.774,0.256,-1.692,0.14,0.885,1.465,18.299,107.349,-64.534,65.022,-180.916,167.517,85.52,86.24,60.18,49.89,64.77,24.67,46.2,86.84,37.97,45.48,24.99,84.2,2,2,2/3/2026 22:32
10750,717,37.43,37.09,101,97,94,96,-1.265,0.644,-1.225,0.92,-0.181,-0.478,200.153,-27.663,61.34,-12.05,171.699,163.886,70.09,65.56,68.44,65.8,80.72,82.01,45.58,61.78,67.81,79.77,86.58,49.86,2,3,2/3/2026 22:33
10751,717,36.14,37.12,82,106,100,95,1.879,-0.794,-0.764,1.097,-1.457,0.817,-132.317,32.252,49.531,108.674,-225.931,-16.373,67.39,57.4,74.21,33.91,32.28,48.62,27.93,38.66,42.24,69.53,49.65,22.83,2,2,2/3/2026 22:34
10752,717,36.35,37.14,99,65,95,100,-0.328,-1.072,-1.234,0.121,1.11,-1.837,20.622,216.777,112.998,82.12,-108.022,4.675,69.96,82.09,23.58,74.48,59.44,88.55,82.83,52.85,67.25,78.64,56.18,41.44,2,3,2/3/2026 22:35
10753,717,35.93,35.9,62,63,100,97,0.141,1.823,-1.623,-0.444,-0.29,-0.436,-41.51,6.038,58.896,88.661,-205.835,208.875,70.05,81.29,17.91,42.2,54.59,62.77,58.27,85.4,36.59,69.35,47.4,88.02,2,2,2/3/2026 22:36
10754,717,36.83,36.99,63,66,96,99,-1.43,0.826,1.575,0.767,-0.736,1.625,231.564,-72.325,209.461,-22.169,38.81,25.018,46.94,67.57,78.22,15.03,71.28,15.62,89.68,30.86,36.2,80.6,36.25,52.64,2,2,2/3/2026 22:37
10755,717,35.64,37.24,95,85,99,97,-1.657,-1.767,0.686,1.189,-0.766,-1.969,-146.054,230.216,161.247,176.248,196.783,-9.79,56.43,72.18,64.99,66.03,65.81,46.87,59.55,26.73,43.42,41.59,70.27,43.62,2,2,2/3/2026 22:38
10756,718,37.3,36.74,90,98,98,94,-1.036,1.514,0.973,-0.941,-1.574,-1.939,-225.923,244.014,187.75,-136.467,11.961,96.554,56.96,82.21,49.32,44.5,22.87,25.04,21.52,30.56,44.96,70.87,37.4,44.49,2,2,2/3/2026 22:39
10757,718,36.15,37.26,91,94,99,99,-1.267,1.441,-1.962,0.413,-0.044,-1.548,-248.894,234.501,231.77,195.379,4.236,244.675,75.43,23.85,75.11,18.52,65.82,46.16,18.03,37.91,62.2,85.16,72.81,23.08,2,2,2/3/2026 22:40
10758,718,36.4,35.55,77,88,94,100,1.604,1.6,-0.341,-1.424,-1.798,1.748,-162.447,7.144,133.295,194.669,-70.482,160.735,33.42,71.2,32.09,63.39,82.5,49.59,15.52,20.13,86.96,26.14,38.23,13.43,2,2,2/3/2026 22:41
10759,718,35.8,36.52,93,80,99,96,1.676,-1.734,-0.756,0.57,0.634,-0.565,-191.97,-121.663,-7.833,-149.461,243.947,29.684,57.78,52.85,46.21,12.15,25.33,59.27,13.78,77.97,79.43,16.23,81.7,21.95,2,2,2/3/2026 22:42
10760,718,37.25,36.85,87,71,100,95,0.24,-0.149,1.264,1.012,0.314,-1.925,-2.987,-148.449,-64.994,-183.773,-88.851,145.932,68.86,46.54,89.66,71.83,49.66,24.13,61.1,59.05,75.4,62.77,67.22,66.09,2,3,2/3/2026 22:43
10761,718,36.89,36.19,96,72,99,94,-1.71,-1.609,-0.603,1.631,-1.136,1.242,201.751,-86.082,44.873,-88.83,-0.106,189.763,74.41,13.66,68.21,21.49,89.74,16.81,18.46,21.39,85.31,35.77,84.56,43.1,2,2,2/3/2026 22:44
10762,718,35.97,36.21,88,91,100,98,0.239,-0.927,0.959,-1.97,1.309,1.512,232.318,67.074,97.366,-104.802,98.54,-153.259,81.71,54.01,55.71,88.19,42.54,67.58,78.04,50.89,84.59,56.56,58.52,22.37,2,3,2/3/2026 22:45
10763,718,36.39,36.77,96,96,95,98,1.904,1.419,1.938,1.567,-1.001,-1.085,194.289,-202.664,-21.658,-70.521,-39.802,122.535,86.82,12.1,80.14,34.38,16.42,62.91,89.9,45.88,41.41,36.06,63.79,57.71,2,2,2/3/2026 22:46
10764,718,36.04,35.57,106,92,94,99,-1.521,0.31,-0.806,-0.053,1.638,-1.244,-36.002,38.705,-191.859,-172.456,-96.417,51.822,78.23,66.84,83.81,45.24,76.62,27.5,70.04,40.69,83.06,27.85,74.75,59.03,2,3,2/3/2026 22:47
10765,718,36.39,37.3,93,95,99,98,-0.324,-0.654,-0.399,-1.314,1.11,1.528,239.845,-171.663,139.668,-106.203,25.266,-230.232,57.24,47.78,30.8,46,89.49,13.72,84.73,63.84,55.35,19.99,11.76,15.09,2,2,2/3/2026 22:48
10766,718,36.06,37.15,90,76,94,96,1.633,0.408,-1.215,-0.47,1.527,1.492,124.294,116.675,-79.823,-131.699,-33.071,-0.338,72.11,30.06,23.6,34.16,84.55,17.44,21.66,22.6,54,89.89,49,18.6,2,2,2/3/2026 22:49
10767,718,36.76,36.98,65,75,97,97,0.209,-1.308,0.483,-1.082,-0.435,1.252,197.512,51.198,-156.565,219.13,-221.32,237.941,43.5,27.68,47.67,36.41,82.38,53.17,29.92,50.33,79.95,35.96,73.43,67.91,2,2,2/3/2026 22:50
10768,718,36.22,35.67,104,62,96,95,-1.758,-0.914,0.776,-0.948,0.764,1.334,237.421,154.207,-103.664,97.183,-196.96,53.129,87.45,18.87,72.36,58.19,62.21,15.86,56.53,60.69,18.91,57.38,42.15,66.64,2,2,2/3/2026 22:51
10769,718,35.74,36,83,106,99,94,-0.504,0.212,-1.904,-0.62,1.343,-0.903,27.565,-109.201,-139.244,-239.371,244.164,213.796,25.26,36.15,27.65,70.17,36.37,61.93,17.86,11.6,68.3,54.14,67.03,61.11,2,2,2/3/2026 22:52
10770,718,35.51,36.07,90,108,98,100,-1.553,0.69,0.718,-0.576,-1.649,1.458,-37.147,163.808,-225.984,200.471,-204.031,133.117,13.34,27.52,63.77,46.62,20.25,17.35,12.55,60.1,41.93,81.96,81.35,77.81,2,2,2/3/2026 22:53
10771,719,35.62,35.9,106,82,96,96,-0.857,-1.474,-0.588,-0.65,-1.015,1.832,61.669,244.651,194.029,-248.177,68.634,-80.159,11.26,11.93,88.53,57.62,30.27,61.22,50.39,60.73,50.77,15.91,13.68,70.03,2,2,2/3/2026 22:54
10772,719,36.64,36.15,71,86,97,94,1.328,-1.992,-1.235,-1.639,1.057,-1.186,-143.712,-87.589,-242.35,-202.992,18.624,-62.202,25.04,85.34,33.14,65.97,60.93,35.75,26.34,82.49,75.73,33.36,22.05,49.42,2,2,2/3/2026 22:55
10773,719,36.92,35.83,66,83,97,97,-0.615,-1.817,-0.206,-1.25,1.562,0.646,-147.246,-102.231,-182.244,49.779,11.117,54.974,68.13,33.02,21.39,34.62,77.11,86.3,11.08,46.27,35.7,58.24,10.78,89.87,2,2,2/3/2026 22:56
10774,719,36.53,37.24,69,86,95,99,-0.204,-0.258,1.51,1.224,-0.576,0.191,-174.168,240.834,-32.74,227.999,9.497,58.001,26.73,16.91,65.12,86.07,51.7,33.43,14.62,76.71,69.71,85.82,30.16,87.68,2,2,2/3/2026 22:57
10775,719,36.54,37.14,106,108,94,97,-1.299,0.03,-1.198,1.361,1.288,0.332,-119.821,170.1,-233.131,27.21,13.203,-179.964,44.3,51.54,74.31,11.92,66.12,59.2,71,27.97,74.54,32.51,89.63,48.2,2,2,2/3/2026 22:58
10776,719,36.53,36.63,93,79,100,95,-0.148,0.458,1.964,-1.47,0.333,1.822,-8.278,161.61,-242.364,191.628,103.967,208.072,27.05,46.84,27.32,30.97,32.1,61.32,21.63,67.34,75.27,43.44,16.55,73.25,2,2,2/3/2026 22:59
10777,719,36.13,36.81,63,93,96,96,1.455,-0.474,1.111,1.126,-1.716,-1.792,30.95,149.876,66.029,-235.061,66.79,-122.231,55.66,65.09,75.3,34.2,53.38,39.79,27.69,39.75,19.65,22.52,33.01,23.48,2,2,2/3/2026 23:00
10778,719,36.48,37.21,85,74,96,100,0.604,-1.715,1.012,0.412,0.04,-0.685,-224.615,-200.677,221.68,80.158,234.828,-143.031,18.69,47.14,27.52,67.26,15.75,27.17,86.38,42.63,68.4,62.5,30.03,83.18,2,2,2/3/2026 23:01
10779,719,35.51,35.99,92,97,97,99,-1.82,0.961,-1.706,0.12,0.765,1.791,-76.343,59.547,-217.646,-199.352,221.453,-33.059,85.09,22.23,89.21,18.69,44.3,89.36,82.99,63.88,81.47,86.28,78.96,40.18,2,3,2/3/2026 23:02
10780,719,36.23,36.57,94,83,96,94,-0.961,-1.082,-1.105,1.842,1.312,-1.135,147.736,-51.796,196.936,215.055,113.147,-0.589,63.04,79.71,62.63,14.07,81.93,27.38,53.56,13.96,77.99,63.59,74.03,29.84,2,2,2/3/2026 23:03
10781,719,36.98,36.24,62,66,100,98,-1.815,-0.449,1.104,1.305,1.483,1.928,-196.371,241.819,86.871,185.298,200.548,5.748,80.36,44.14,53.51,34.8,59.18,25.4,51.6,51.97,44.34,59.77,57.79,55.14,2,2,2/3/2026 23:04
10782,719,36.62,35.87,66,90,95,95,1.754,0.284,1.597,1.24,-1.025,1.736,121.002,-210.921,112.621,15.662,192.645,-51.554,36.36,16.07,79.74,60.86,89.77,37.23,75.3,86.61,32.88,50.07,33.19,35.8,2,2,2/3/2026 23:05
10783,719,36.4,35.75,105,109,96,94,1.438,1.773,0.497,0.674,-0.244,0.926,53.263,-132.437,-230.926,-68.163,-112.374,43.621,10.05,41.62,25.31,88,51.37,53.25,57.22,88.72,75.12,48.61,19.28,37.29,2,2,2/3/2026 23:06
10784,719,35.51,37.45,75,98,95,96,0.144,-1.497,0.932,0.766,0.101,1.941,175.85,-109.231,-133.658,-164.384,-113.432,69.269,75.21,51.91,35.33,26.45,62.76,75.02,47.96,89.64,28.19,75.55,35.85,17.96,2,2,2/3/2026 23:07
10785,719,37.33,36.46,62,95,97,98,1.741,-1.704,-0.889,1.247,0.974,-0.812,115.928,-202.645,-192.711,-29.482,-140.42,-53.651,17.96,28.58,64.14,17.22,17.06,43.61,73.18,55.98,73.52,43,40.17,64.99,2,2,2/3/2026 23:08
10786,720,35.8,35.88,86,106,95,98,-0.641,0.193,-0.757,-0.686,-0.017,0.073,160.165,-44.378,-47.425,194.799,39.477,-196.926,71.18,10.67,39.09,51.86,63.09,10.02,62.61,14.84,28.37,36.38,57.95,88.05,2,2,2/3/2026 23:09
10787,720,36.24,35.79,96,84,96,94,-1.588,0.118,-1.104,-0.912,-0.602,0.711,175.472,-146.73,55.831,236.048,-49.383,-241.926,86.6,27.3,18.32,17.4,65.4,64.09,21.46,56.51,73.18,67.75,21.21,79.61,2,2,2/3/2026 23:10
10788,720,36.54,36.35,109,67,98,100,-1.889,-1.114,-1.696,-1.024,0.454,-0.812,-148.142,-40.863,225.303,-139.183,-179.4,235.325,46.37,42.94,20.75,11.1,18.64,39.7,59.94,82.48,60.88,82.04,71.2,41.62,2,2,2/3/2026 23:11
10789,720,36.36,36.23,78,81,98,97,0.092,0.698,-0.441,-1.228,-1.149,1.135,145.076,169.2,-80.403,91.977,-91.264,198.795,40.54,84.44,22.61,60.3,76.67,32.24,16.07,82.19,67.8,41.19,30.24,79.48,2,2,2/3/2026 23:12
10790,720,35.64,35.6,62,70,95,97,1.811,-0.596,-1.216,-1.351,-1.187,1.383,-23.279,111.378,15.629,162.793,191.435,-95.296,62.21,27.99,77.85,68.74,53.07,74.41,43.23,83.64,12.89,84.02,84.46,39.19,2,2,2/3/2026 23:13
10791,720,35.83,37.37,90,73,97,94,-0.498,0.692,0.743,-1.277,1.249,-1.547,214.771,-82.334,215.333,156.713,-46.974,121.302,34.97,87.55,48.89,69.73,56.58,55.38,74.61,84.74,40.5,77.35,27.48,69.48,2,3,2/3/2026 23:14
10792,720,35.8,35.65,82,107,97,100,-0.297,1.563,0.101,-1.795,0.606,1.228,-41.705,34.484,248.518,-179.016,216.081,185.884,73.45,76.15,85.7,52.09,26.97,89.91,24.65,87.58,58.09,52.15,58.52,44.91,2,3,2/3/2026 23:15
10793,720,35.82,37.03,68,60,94,94,-0.942,-1.547,-0.419,0.546,-1.622,1.258,-195.444,105.12,-182.787,-161.356,127.038,31.491,62.97,75.28,20.28,33.98,31.17,89.51,42.76,17.81,39.1,29.51,20.91,60.01,2,2,2/3/2026 23:16
10794,720,37.47,36.43,98,69,96,96,-1.546,-1.172,-0.274,0.233,-1.258,-0.419,214.818,11.346,145.845,-75.898,-217.732,84.01,14.93,31.16,58.62,23.3,24.03,19.51,30.11,77.73,31.92,39.85,88.37,39.4,2,2,2/3/2026 23:17
10795,720,35.96,35.99,63,79,100,100,0.512,-1.532,1.668,-0.393,0.35,0.949,231.757,222.018,122.685,83.012,-222.854,12.32,26.76,18.38,81.6,89.93,10.7,11.09,83.13,72.19,72.63,23.19,83.15,20.99,2,2,2/3/2026 23:18
10796,720,36.38,36.55,97,81,94,96,1.721,0.597,-0.643,1.801,-1.573,-0.019,-205.227,-148.529,103.689,244.934,225.828,240.399,19.17,61.9,60.75,37.06,86.91,33.15,51.31,73.84,11.33,16.26,81.46,72.13,2,2,2/3/2026 23:19
10797,720,35.55,37.23,87,83,95,100,0.524,0.179,1.842,-1.38,-1.198,1.512,197.132,120.604,76.165,210.181,-141.2,-155.567,13.74,36.84,47.87,82.09,60.75,20.28,62.98,71.99,67.61,46.8,82.69,61.15,2,2,2/3/2026 23:20
10798,720,36.68,36.81,72,82,94,98,-0.82,-0.265,-1.23,1.318,-0.439,-1.019,-155.66,220.597,-208.179,165.27,112.001,28.194,52.65,52.47,50.62,45.59,51.21,46.73,22.14,15.06,72.16,83.72,29.38,71.67,2,2,2/3/2026 23:21
10799,720,37.47,36.88,108,90,99,99,-0.045,-0.351,-1.805,-2,1.645,1.674,-67.976,4.089,116.428,-166.07,-66.686,91.395,61.12,14.9,13.88,64.8,58.65,26.01,61.38,10.47,23.49,29.02,65.74,62.65,2,2,2/3/2026 23:22
10800,720,36.45,36.94,71,108,98,99,0.463,1.144,0.195,-1.917,-1.665,-1.737,92.988,139.205,-164.226,232.625,-8.017,248.351,28.64,61.18,70.29,19.96,89.41,51.46,62.95,52,84.24,86.74,62.18,34.68,2,2,2/3/2026 23:23
10801,721,37.14,35.59,108,86,96,97,-0.155,-1.787,0.2,-1.35,-0.55,1.641,-98.599,129.329,-221.545,-22.99,111.879,-155.774,53.74,88.41,29.64,11.52,75.75,67.34,33.6,52.04,57.81,37.52,70.17,75.6,2,2,2/3/2026 23:24
10802,721,36.61,36.18,65,96,97,94,-1.628,-1.423,0.579,-1.023,-0.965,-0.892,40.973,120.892,19.098,239.479,-36.083,67.237,65.7,25,19.4,27.55,39.7,82.92,13.12,24.95,41.8,36.88,65.8,35.91,2,2,2/3/2026 23:25
10803,721,36.68,36.37,99,100,99,100,-0.179,-1.716,0.12,0.878,-1.38,1.806,-49.684,77.838,205.27,-25.717,239.945,249.024,18.27,73.11,54.31,23.26,64.93,46.43,60.36,19.69,13.78,40.87,43.5,24.48,2,2,2/3/2026 23:26
